message,signature,duration
2910,7857,73278000
4460,3426,78580000
6659,7158,64006000
9884,9238,66363000
7700,5391,57443000
579,5679,64160000
533,8899,66088000
7767,6698,76948000
8635,8408,69981000
8910,9661,84518000
167,2795,76390000
8706,9355,83701000
791,9426,77772000
5967,3719,70609000
9164,116,82169000
7301,1961,75880000
1587,7213,68383000
9178,2175,90045000
9168,7211,86543000
511,2543,90261000
6999,7680,63541000
5418,7915,84641000
7253,798,54899000
6671,7200,102463000
4557,1098,92684000
8185,6361,62024000
7671,9494,73608000
9113,1254,56548000
2989,5405,75546000
3720,408,67944000
3453,3381,69390000
6739,2444,75438000
4846,9418,100511000
3616,115,78250000
3208,6213,63957000
7934,4622,67806000
5200,7246,60136000
7395,475,73358000
1384,7296,76289000
2942,9905,85995000
2588,1554,79736000
2658,208,111229000
7273,613,77459000
804,7521,80919000
6440,2454,83105000
8496,860,84096000
5905,8,71406000
1816,8130,66749000
6836,213,79833000
9434,4220,64121000
446,6291,87167000
9971,9375,77905000
100,8871,75400000
2690,8030,88811000
3321,8720,80654000
8754,9269,91003000
5382,2295,72762000
7978,8493,90385000
2715,7953,68615000
5855,2169,64052000
6656,5473,70880000
4473,1002,76192000
9129,5658,64010000
3498,7075,66310000
8031,7532,71898000
5819,6304,89772000
711,2533,83901000
5863,1625,81004000
707,3835,83606000
8736,2516,99384000
8534,4396,77235000
5335,3977,80496000
7854,441,72070000
1783,2384,70541000
9185,8384,67828000
3930,5659,87216000
8042,1362,87518000
6786,1755,68612000
2270,9714,81623000
2213,3950,72294000
1684,8086,84807000
9820,9496,78003000
4144,6190,69759000
3561,1985,91516000
9104,2580,89093000
2297,1263,90963000
4328,3242,79839000
8157,3294,67883000
8197,1674,61577000
8705,1406,55266000
4577,7399,107318000
5052,4062,81001000
2038,7858,84501000
5583,6426,66600000
5208,8772,77126000
3515,1348,78616000
5285,9182,90075000
8198,615,91309000
3131,6711,86605000
4203,5152,72787000
2606,542,79109000
2186,9437,72558000
8254,6980,67223000
9848,3085,70109000
5347,4260,60705000
6676,7357,82154000
2253,1433,78825000
2691,5674,95712000
6989,3984,79407000
6531,6801,58217000
3734,9093,58528000
665,1901,68319000
8192,6308,87776000
2394,8926,90609000
7251,5475,74909000
4858,2510,78441000
6990,9500,67537000
7101,5272,83985000
8079,6163,68937000
5905,8,67868000
8830,8386,63068000
4818,2511,79454000
6403,1068,77482000
8057,5523,79608000
1776,1510,75684000
3955,119,101759000
5160,3441,83753000
8951,988,80072000
5595,9217,70731000
7103,3470,62922000
2531,2809,79793000
2768,8952,78334000
1965,7130,85634000
3097,92,70713000
335,2913,81260000
1169,4275,67872000
1739,4845,78425000
3605,6386,78135000
6163,1095,82672000
6990,9500,72093000
9983,2243,95699000
7925,4036,73452000
4504,455,67861000
4999,5072,83232000
4165,2043,82561000
7,3594,89214000
6710,9715,68860000
5214,2177,78612000
7904,549,72361000
7943,6176,94240000
8633,2619,67857000
9640,2675,68747000
3214,40,76003000
5015,7916,102897000
671,788,70194000
7255,8017,74904000
7883,6617,50091000
2106,1694,75180000
711,2533,76654000
965,3097,68587000
3096,8839,66012000
622,1371,62677000
7427,321,56523000
926,3295,92726000
4136,7822,65927000
3389,782,68834000
4041,8971,79028000
2932,5022,66225000
2756,6318,59673000
3079,1018,67464000
7814,24,89273000
1813,4310,71674000
3095,7667,60642000
7262,1318,65902000
8353,6531,72843000
3683,344,83398000
5286,3758,69260000
3183,5211,94699000
6931,3883,80589000
7686,9593,82361000
2508,155,79158000
1645,6605,91314000
5017,855,73391000
8948,6068,66177000
2996,1714,68005000
2904,6796,51064000
7772,768,84164000
3411,9781,78670000
3573,8843,61799000
2165,4169,85899000
1778,5734,55802000
4725,918,70399000
9956,4718,73075000
4618,5112,93235000
9229,9254,72458000
2692,9452,67068000
1034,5285,71623000
4628,3925,70401000
1493,6819,60590000
5113,9454,67038000
9891,1120,67442000
5713,799,66720000
2701,3669,63090000
6770,7047,85683000
51,5995,76183000
6910,5422,79505000
9796,1454,69721000
9391,2204,64974000
6384,3659,80827000
1021,2406,75657000
9377,959,70010000
3901,2257,71598000
8610,8546,69696000
4754,8440,83709000
3027,2168,91276000
3731,1815,74025000
8403,2292,108069000
136,9423,65661000
6190,3853,93976000
6676,7357,89952000
22,6768,73054000
5206,571,70325000
1417,5597,90414000
9802,1171,61207000
5485,2810,81313000
3330,5055,89446000
5246,7942,78670000
4579,1489,89192000
9060,4088,62912000
8992,7237,85775000
5642,760,75398000
6637,2970,91498000
4208,3160,95381000
8797,5668,88015000
7831,3180,75879000
2786,3959,75716000
8345,8289,57370000
151,9142,72181000
8676,6087,79654000
2405,1906,90644000
1881,6043,84394000
4926,5212,69906000
6467,7652,66947000
4286,7205,76638000
6304,7662,81437000
6806,4349,82596000
9048,212,57165000
9052,9892,76454000
3183,5211,95683000
4710,1382,86261000
5597,5685,82389000
7025,7044,83423000
8021,5862,82651000
3628,2536,68888000
5118,8740,97837000
5223,9198,66042000
4226,9051,72286000
579,5679,67103000
3844,1904,91931000
5843,7459,94315000
3961,1180,78269000
8288,8318,86451000
8230,8713,73707000
471,543,63733000
6827,8398,73865000
4833,6775,73379000
4417,416,74300000
1417,5597,86282000
5970,2131,58154000
455,7802,62141000
9109,5339,77745000
6201,4263,95717000
5653,6905,75930000
964,6408,90900000
4629,1049,76232000
6445,5796,61214000
7108,1958,75526000
3522,5972,75239000
2063,3901,78628000
5080,3140,102039000
4809,4208,67213000
4417,416,78236000
5554,1213,94676000
5419,7720,89056000
3268,1691,72104000
9436,2055,91654000
5898,9751,83448000
4455,6106,79506000
5972,9633,59125000
2050,4696,83660000
2313,5609,67901000
3424,9544,68135000
708,2463,61515000
1431,9258,82609000
1953,1204,71174000
7082,6112,83751000
2452,3607,99448000
5778,9827,73966000
8202,8851,74120000
9,5525,78673000
9936,8215,82069000
3394,7371,105052000
9282,4116,74890000
854,4707,55317000
7141,5570,69899000
2768,8952,73989000
2733,6514,97047000
9484,1671,74710000
2715,7953,76873000
4756,5088,72895000
6629,3833,96654000
6645,9337,85235000
695,8520,86600000
137,1759,77724000
8607,2695,70787000
6413,1099,83763000
3998,9726,80187000
4915,7361,81795000
1067,6305,89605000
5426,7572,84803000
7581,5546,91945000
197,8483,62172000
8479,1080,80969000
4844,8639,79331000
8915,7473,82158000
4589,3353,75674000
793,694,76672000
7519,5562,76003000
7817,1636,89863000
6359,6523,82525000
3252,7547,86959000
2055,1191,88220000
5097,4362,82171000
8140,8742,77981000
2818,4760,69905000
2448,9981,73334000
309,5459,86202000
9776,3951,82317000
762,737,83783000
3306,9106,78047000
3226,1698,80335000
1115,3564,81982000
4686,3935,79291000
5503,8418,69160000
1578,7878,73401000
6273,8816,90967000
5858,7304,90991000
5400,1929,87009000
260,6986,77982000
9016,2806,51239000
1757,5852,59133000
5982,6100,78280000
9361,5360,80594000
6426,9172,56238000
948,9722,62349000
2548,1476,77622000
6349,8733,73415000
9193,1574,56896000
8066,6710,61315000
619,9271,69617000
1727,9363,68299000
4655,8341,95266000
3029,1239,79547000
769,6979,67490000
2233,8602,76676000
8298,3004,72672000
500,7486,79538000
4026,7688,72053000
1893,2458,73259000
8577,60,72797000
763,930,84208000
5438,3874,70618000
1982,1716,63490000
9948,3322,78065000
4175,6102,74361000
4618,5112,95866000
6163,1095,79359000
9279,1405,76520000
8977,5041,68916000
7642,9577,92709000
1238,4375,62791000
2012,2085,74281000
3985,5032,84975000
7607,6559,74786000
344,7951,72332000
1515,3533,82988000
2868,418,62349000
1761,1278,82558000
3090,4326,76238000
9202,8981,66149000
7604,4491,77481000
8904,2003,71818000
8605,8193,71080000
168,3083,74785000
1858,4770,77369000
4184,7121,70357000
5397,4136,81744000
9323,7792,66000000
3543,7741,62789000
3735,2644,85844000
9268,4071,74206000
9535,3530,66440000
752,3632,90278000
6010,979,81232000
5410,3999,73638000
4979,4861,70553000
4275,7086,74435000
5543,8284,94367000
9625,2209,77016000
8677,7278,68978000
8974,421,62508000
8929,3693,79417000
758,846,70913000
3742,2171,83529000
7791,6982,69281000
7896,3894,77965000
3040,8101,64673000
5348,6054,84299000
7728,6682,65632000
9594,7861,85130000
7307,3212,88881000
1195,6885,70799000
1070,5670,84655000
1104,6846,70158000
1816,8130,60713000
1995,2067,80395000
9552,4772,69483000
7227,1480,80392000
4207,521,76731000
7483,9836,69978000
40,6803,93247000
3019,7946,61570000
6528,4209,55884000
6177,8150,70801000
6472,6966,54002000
5153,1738,62512000
7465,4859,87903000
8549,4017,63692000
2308,1033,72495000
2426,2426,56183000
736,5904,71237000
3358,5958,72770000
3592,2566,59597000
8065,233,88652000
3924,4368,91712000
7851,5729,76820000
9904,8028,74644000
7621,8857,73304000
3540,2788,63138000
6438,5953,84713000
6621,9943,83416000
6248,5542,82300000
9264,122,71064000
6427,5578,80812000
9060,4088,61494000
2279,6086,71294000
3178,9031,77703000
6120,3682,68699000
6925,8662,57566000
5454,2015,98057000
8194,2735,73220000
6059,8508,64032000
8795,6391,87989000
8663,9076,66308000
1675,9236,60834000
9106,1754,73544000
4427,6852,80438000
5639,6151,71086000
3979,9572,60282000
1294,5579,105325000
5152,8083,73286000
2866,7272,86772000
9038,7387,66357000
2964,4777,80702000
7936,8800,68474000
5271,5191,77213000
4364,3200,87489000
6050,6729,68346000
3328,4032,64248000
7347,4025,71761000
4997,6144,69905000
3312,5762,71080000
9843,6712,64987000
4630,367,59929000
437,995,74444000
9643,1662,64146000
3545,2034,75650000
8605,8193,67903000
8478,1663,80299000
6272,2666,57120000
7491,7253,84147000
8600,7128,83257000
7308,3251,66937000
1471,7162,65774000
2643,7911,60599000
6759,9799,78314000
7774,5374,65769000
7895,6334,66735000
4835,9392,80482000
11,7016,56307000
9718,1288,65497000
3244,4244,80402000
5298,4309,60013000
5045,7470,75917000
5894,9128,67383000
570,8059,66124000
7971,3507,85112000
8749,5478,58977000
6609,6733,92856000
6969,5027,69684000
3838,4395,72534000
8683,130,72591000
3795,3096,68132000
3346,654,61154000
8964,7094,94805000
9065,6696,76552000
9496,8753,74234000
3232,192,62748000
4479,4671,84786000
9809,9692,80969000
94,3642,73673000
4679,281,75130000
9414,4857,67754000
9816,8679,68837000
8525,6273,84265000
7563,6358,78072000
96,9796,94764000
7453,9910,84533000
3412,112,63628000
8202,8851,65343000
5730,199,77146000
5268,3741,71703000
6165,5941,65835000
3440,2591,61012000
9420,4785,83369000
7451,7539,77978000
5970,2131,54938000
5624,2456,65697000
9396,1609,72049000
2560,7692,78075000
9897,6349,78615000
6073,5015,75834000
1111,4562,90202000
2358,9464,84327000
2751,3430,53139000
441,5720,69854000
924,2794,63387000
8414,6062,69495000
475,3806,92099000
119,6380,64588000
2594,8196,89550000
2129,8335,65438000
5448,6580,52246000
7124,2304,49094000
7509,9228,70969000
2001,3165,71318000
8813,2386,50323000
5995,1894,71497000
2252,6719,63769000
3487,7074,79954000
6532,4609,71851000
7364,4862,64680000
926,3295,83611000
7809,1383,65966000
4419,1091,84075000
2234,2663,69650000
1020,6241,97429000
9787,2933,74513000
8925,2523,75333000
2448,9981,67703000
4715,2202,62073000
8428,5109,76381000
4201,8785,56792000
5247,7950,85306000
7827,9063,64179000
9783,3453,84597000
4558,9505,112678000
1441,2677,62248000
470,6094,75256000
299,473,72163000
8663,9076,66019000
5647,9435,74944000
3357,2881,53099000
5926,7853,83799000
5917,5917,59773000
2140,4262,68536000
1843,194,71793000
5021,5636,80117000
1836,577,104110000
7468,6983,97786000
14,6053,77261000
4511,2741,67443000
4497,9250,75252000
4350,4542,60611000
9184,9411,60080000
2670,3376,65026000
2188,2643,55715000
1699,227,75480000
1354,9612,68179000
8627,7863,78936000
7645,167,76293000
4537,7976,79657000
5457,8294,70988000
212,4101,62623000
3760,8837,87404000
3026,1016,65894000
8697,4412,68169000
8147,969,65426000
740,6754,66600000
111,3628,64721000
356,5712,79726000
8918,3013,84362000
8737,4079,62805000
1374,9393,63580000
2583,7336,61488000
3790,5728,56740000
1735,2684,55110000
7777,597,77147000
6604,3189,86466000
331,9034,61212000
4567,2801,59519000
5371,5080,71810000
7425,3877,59749000
5091,8212,75259000
7755,381,61011000
2431,3486,80428000
3443,5019,75192000
6000,2192,70047000
8381,8453,82913000
6542,170,58338000
7259,3314,72779000
6721,2089,81935000
6097,1028,78914000
8193,8605,62368000
7718,8663,63904000
1887,7569,68076000
9671,2872,83161000
3573,8843,63825000
8632,4946,76117000
5271,5191,83640000
4686,3935,77323000
2104,4504,68642000
2938,4514,61460000
9428,5381,82080000
3985,5032,75290000
3563,9679,77359000
6051,9756,83432000
4592,438,66669000
638,5663,68440000
5124,6872,81529000
3012,686,58425000
9371,6955,67286000
3030,3579,80903000
8813,2386,51697000
7248,1243,70293000
5192,6286,49827000
7922,9204,60410000
7037,7466,73596000
8361,1792,54829000
7625,6373,61404000
7519,5562,65504000
6059,8508,61476000
6103,8063,55130000
1347,744,74726000
6955,2969,61541000
5125,1374,79934000
6094,7454,75724000
989,7709,74768000
4330,547,72788000
7735,145,68210000
3984,9220,81136000
1794,8317,75040000
9293,1506,75471000
4851,7664,73302000
8699,4270,76062000
1897,7493,67729000
8799,9551,70066000
6544,7441,73374000
5846,3125,75949000
82,2020,66948000
224,6942,75687000
3811,4223,85236000
9407,2068,70476000
9680,5204,73464000
8660,8263,66456000
3719,7325,78634000
6131,4205,51982000
2967,4740,67025000
5823,8677,87053000
2288,1927,59965000
6220,1447,70463000
3206,3305,68765000
1185,2451,68385000
5294,5372,59485000
2041,7460,97648000
529,5435,75066000
8222,5830,70682000
9496,8753,78769000
221,4771,61119000
1463,5808,72737000
4833,6775,74261000
1140,916,79473000
1689,4960,63210000
6815,1892,74670000
7112,7564,79841000
1394,1879,72469000
8523,8108,80034000
4863,4502,71631000
2489,5188,77068000
5802,7733,83338000
7425,3877,69624000
2733,6514,97758000
3925,5986,81396000
2618,8729,59278000
3130,3610,79499000
1614,4524,70160000
8007,1064,67351000
5429,3739,68069000
5203,8307,56924000
6807,4186,75820000
8794,9359,65264000
4768,793,64489000
8260,8650,86501000
6486,7429,72201000
545,1205,79989000
7735,145,70203000
5093,4681,84539000
2961,3473,86689000
5518,8989,86467000
8057,5523,83081000
7232,897,67324000
7405,7713,69375000
8885,6970,56750000
8378,3625,78957000
9218,2081,67798000
9663,4988,66324000
1044,3890,71085000
9039,3228,78088000
9614,226,60664000
8268,5519,78262000
7493,3061,73560000
1138,8903,65607000
2271,2826,57422000
8041,3903,75255000
3508,5028,87015000
8419,2197,79197000
4052,6715,69380000
2744,7909,76655000
3946,1457,87390000
860,1803,54877000
2011,4926,75195000
373,1147,64910000
1013,6863,65979000
3031,4710,72045000
1011,3649,74582000
4494,302,64587000
5054,9774,91418000
447,844,71987000
8829,357,61308000
4664,570,76217000
9495,162,78711000
8375,2281,67450000
4397,7092,62550000
394,2225,72940000
529,5435,65316000
439,5219,94864000
138,4037,54631000
6674,9848,75194000
1085,6720,72468000
3871,6309,71312000
9468,9865,49743000
737,3187,76297000
8735,1753,60253000
6454,804,59898000
6075,8500,86415000
7399,7584,67801000
1808,1808,75891000
5831,8956,56021000
2355,9912,87827000
3667,9460,95413000
6193,2893,87559000
5123,652,64079000
4835,9392,86220000
9574,8401,72182000
5955,4782,68527000
1633,9134,88313000
6563,1696,70774000
6273,8816,89143000
4715,2202,70273000
8459,8764,79826000
901,6357,75495000
3871,6309,82450000
5714,3108,70468000
4759,5911,69561000
9647,2040,78189000
1764,318,78227000
3786,5185,78011000
2649,8494,72037000
2829,5125,58924000
1278,209,71635000
3791,3092,74415000
5925,85,75491000
2769,1549,73097000
6990,9500,66545000
2576,2061,75877000
3822,6707,67562000
2253,1433,71835000
2935,3832,81072000
5827,7959,66891000
2363,3624,53941000
5656,346,71252000
6269,8985,92052000
4921,9000,73642000
5341,5426,68986000
9315,9356,67774000
9767,3049,65705000
221,4771,64826000
8697,4412,69390000
4855,8834,85812000
9593,2448,73538000
4670,8672,99240000
3810,8651,75997000
8178,5681,82036000
7749,9280,72697000
1670,7592,79066000
4209,1775,76115000
3020,6539,86188000
4485,8914,85616000
9229,9254,76672000
4937,217,68660000
5466,8847,71361000
6265,3770,77214000
5215,1950,87230000
1712,6091,74195000
167,2795,77368000
9145,9815,72560000
6690,8298,94350000
4117,1043,69108000
396,9688,70148000
9581,4581,85591000
8068,8454,74400000
7775,1375,55014000
8661,3156,97217000
2783,1594,76036000
6635,3991,73356000
3315,2634,74537000
386,1001,86041000
5479,1131,63752000
4852,939,77612000
6775,2408,78020000
290,4267,65779000
4524,9762,86981000
4603,294,69713000
6189,4804,75408000
8746,7453,92833000
4355,2836,72462000
66,390,77381000
6656,5473,69374000
8661,3156,97998000
6439,8204,64326000
4865,8456,74298000
4068,4759,68878000
3923,8512,63753000
9203,2627,67064000
3533,5589,85237000
6808,4780,87085000
8922,1971,82834000
8771,1127,63271000
4282,1882,68585000
7758,1389,62407000
5880,1302,78598000
954,7485,56848000
8774,2428,78220000
9870,1401,59669000
1258,3060,83292000
2006,6404,71717000
9125,6795,76601000
9212,4515,59987000
4612,9309,59727000
9822,5481,73234000
9872,3611,70270000
5535,6008,56290000
1997,9687,87981000
3988,6434,90300000
8443,6296,61258000
4404,4670,65616000
7351,4436,69338000
9741,7238,56859000
6009,4552,59057000
8346,3386,73639000
9151,7422,70351000
6433,871,80254000
420,9808,81518000
8040,1423,58082000
7451,7539,84400000
5566,444,81342000
1655,1740,95555000
971,2135,74554000
2509,2288,61819000
4548,2878,67773000
8031,7532,74112000
9510,8042,71665000
936,1920,84746000
2632,8091,74946000
1673,3158,74979000
310,5769,87256000
2640,5555,75669000
6145,3997,67026000
8795,6391,92295000
8608,7032,75508000
6154,1722,72407000
2510,8350,61663000
3593,1446,65646000
4608,4875,68500000
7105,54,61101000
9796,1454,62177000
7191,6636,61562000
3409,4986,54545000
9399,9917,74210000
5587,5321,72594000
6395,7173,79941000
6688,9693,93910000
3085,1603,68362000
585,4894,68586000
2598,8510,76418000
4940,5427,85820000
2078,8693,87948000
7067,6072,71731000
8110,3948,59417000
5384,7785,63689000
6704,6143,68112000
8462,6586,87133000
3268,1691,63869000
407,9843,68452000
2751,3430,56427000
7205,6032,70455000
8309,9262,74462000
414,6229,86736000
4666,2499,100819000
9228,9061,81327000
1788,5790,64882000
2164,928,84880000
1463,5808,74428000
8433,5244,66494000
2394,8926,89153000
2822,3003,75849000
8178,5681,81208000
1461,7269,70156000
115,8854,66115000
348,8329,79853000
5712,356,77405000
316,1019,65752000
3882,6371,74494000
9224,675,73858000
6974,3224,80920000
4625,7374,92728000
1931,5533,59171000
1118,6868,80883000
564,4241,84585000
1827,9716,63516000
6958,8709,69435000
2466,2388,80952000
4473,1002,83268000
5428,591,61883000
8282,2578,68746000
1013,6863,65780000
4399,8168,91118000
5605,9965,79498000
6593,4224,88589000
3306,9106,74015000
5001,4486,56478000
2360,2921,72513000
5040,3307,84990000
5030,1610,84016000
17,7969,90183000
9008,3549,65208000
6835,2494,57356000
5952,1781,70112000
8150,5983,82677000
7476,4661,72690000
7507,8759,79465000
2624,8155,67463000
6459,2606,89821000
687,6584,74114000
8155,9414,68871000
17,7969,89669000
3083,1041,102684000
9758,9201,96731000
4395,6069,64780000
4947,8536,62041000
2900,2157,73230000
818,843,68141000
1922,1525,72824000
2903,5621,67487000
5038,1170,71782000
4742,5594,72383000
4019,358,63409000
2725,4167,66685000
3080,9743,72722000
1613,6366,74050000
5941,8396,58276000
8197,1674,56821000
7879,948,81094000
1636,2579,81111000
9028,5922,87606000
7505,230,85374000
6145,3997,60820000
6089,7103,62859000
6768,4872,68878000
1231,6444,70461000
1213,3129,60390000
6919,9517,82686000
4975,8782,92651000
2016,9092,76622000
4083,287,66522000
6318,7024,92071000
2897,833,86595000
4105,8825,83862000
9476,721,75539000
6457,5753,80607000
5805,4348,54010000
2946,4207,54976000
3683,344,79026000
601,1404,71721000
6852,8016,71539000
3926,2056,70282000
8562,215,82191000
1131,1599,89132000
8168,8473,78556000
3332,2833,51923000
8896,7320,70236000
1574,7059,59177000
8185,6361,61070000
6547,9287,77033000
6076,6076,85864000
2905,7559,75004000
6294,2587,61860000
6793,3148,73080000
8174,1670,66841000
5565,9154,89899000
3326,3059,66833000
8923,96,75068000
7484,8941,80004000
4563,9400,68971000
9781,792,60599000
773,7910,71876000
2430,3499,70231000
7971,3507,81938000
6616,422,78764000
1423,765,90325000
3516,1315,75962000
6296,8249,59594000
7267,4280,100962000
2888,6521,95993000
4304,133,70740000
1426,2581,72136000
558,6154,68943000
4646,1866,113393000
3583,9609,81747000
1236,824,83289000
5364,5276,73283000
4884,4094,78105000
1799,3683,76298000
6259,4831,99292000
1194,4323,84221000
2276,5501,87202000
3397,260,62079000
7706,2207,114361000
511,2543,96433000
9794,1508,76944000
2238,2721,61153000
5472,3408,88643000
5517,4858,77634000
8712,7442,72217000
7752,4086,70497000
8104,2422,64515000
8927,4215,91105000
2381,8339,84175000
6910,5422,88660000
2062,49,64488000
8506,3631,85375000
5247,7950,89499000
3818,4109,70836000
6300,4261,78793000
7357,1826,83555000
5467,229,65129000
3858,1283,64887000
5136,1157,77240000
4686,3935,82612000
9842,263,75180000
5875,3328,64853000
1965,7130,77084000
775,1939,96621000
8578,261,91717000
2215,8940,76844000
5639,6151,74561000
5472,3408,93354000
2108,3374,69304000
8100,2450,93198000
7946,4668,73334000
2490,5809,91914000
4741,5343,65761000
1701,4393,69308000
4522,3048,84185000
2278,7824,75918000
6201,4263,100414000
6062,6765,101596000
4845,4358,64300000
3326,3059,68095000
4023,7294,77364000
8065,233,88775000
2766,1100,88585000
2405,1906,94983000
3894,8963,89131000
2599,2585,82409000
9897,6349,88002000
1239,2253,78336000
5779,8767,97879000
2312,9522,59229000
1924,1083,59327000
9513,8056,74809000
1526,7254,71401000
4325,9784,62780000
21,3130,89446000
8936,962,87419000
4578,46,89361000
7286,3330,77088000
6106,2321,66366000
6110,4170,106835000
3240,4476,61829000
4604,1621,87916000
714,423,75592000
3287,3848,77085000
1993,773,69857000
1337,2011,74088000
4071,2866,109735000
7439,6347,78010000
4620,4911,69710000
3585,8448,83274000
362,5217,82421000
48,9966,106335000
7548,5308,92424000
1102,7698,58320000
6503,5229,63695000
7901,6211,69958000
28,3253,78943000
3086,1719,85106000
703,3255,64622000
7331,6633,78690000
2198,5479,69262000
694,8068,63295000
8698,4063,75196000
667,6507,71994000
1999,2784,62219000
6428,312,60987000
7554,9805,55728000
1506,4443,65393000
4173,1715,61171000
8427,9417,66653000
9258,6184,80826000
1917,5248,79676000
7431,2299,84649000
7327,4199,62562000
5033,2393,67330000
2733,6514,88713000
8299,6620,58650000
3660,5896,82160000
1206,649,72981000
4646,1866,108696000
6794,2028,67022000
1041,4441,79218000
1171,3303,72563000
1765,4508,87092000
578,6896,80426000
7273,613,76448000
1083,6968,82339000
7625,6373,66946000
4045,1708,73195000
3423,731,77752000
874,7761,77999000
5771,9772,77683000
1133,6695,91595000
4597,611,68670000
5213,2570,71491000
9848,3085,72165000
8376,9526,77791000
2159,6354,67290000
8834,5243,79731000
8164,275,101130000
2065,8491,68903000
5220,2010,69991000
2989,5405,79511000
4395,6069,73276000
6082,6946,79555000
6606,8319,72359000
3398,5767,89019000
3369,5799,79545000
6080,5240,77776000
941,3066,61913000
2761,9478,75041000
4712,1104,78199000
3277,5503,81119000
9743,4632,56851000
140,5893,69573000
1820,301,90701000
297,6493,67995000
7606,8452,86536000
1672,2997,78633000
6940,1840,75010000
3057,3040,71530000
9761,2874,96374000
3373,5842,76850000
387,9408,89133000
1754,8330,60405000
3109,5827,77522000
5404,4507,95153000
7617,7062,96930000
4824,1919,76066000
416,7036,82868000
4184,7121,81440000
6057,2886,77167000
4138,144,84575000
581,5334,93627000
5998,113,90533000
7990,6826,84205000
5315,9666,88604000
1313,5945,82297000
7180,2297,74380000
1617,3578,83104000
2397,4798,84422000
6314,1160,69900000
5420,9902,71142000
9557,854,68299000
8968,6890,92382000
1027,2897,67102000
1587,7213,77417000
5621,7753,80009000
3157,9115,75458000
8665,6704,90304000
3973,1367,58766000
2223,3116,68036000
4557,1098,85019000
2546,151,61204000
8436,3254,70745000
2382,5262,64917000
4291,3482,84297000
8259,3046,92297000
5285,9182,91996000
9951,3188,80051000
9779,5890,54510000
6113,6953,85470000
7709,8555,88815000
4375,7640,77963000
5735,671,74877000
9793,3113,65905000
4866,8617,102748000
2098,934,82497000
9371,6955,73069000
4425,9547,77024000
2107,7257,83327000
1583,4848,82327000
3613,8881,91091000
233,790,86919000
4093,240,65375000
505,4593,70117000
2248,7581,76048000
5771,9772,79224000
1785,111,76035000
5265,3704,81847000
5908,9704,76011000
7315,9422,75303000
3396,9798,98880000
3804,5264,87636000
6617,9338,75123000
9861,8583,80842000
3291,3972,77046000
610,6260,67820000
513,3350,76811000
2716,1552,89445000
8761,1938,75669000
5042,4590,67257000
1844,9022,84838000
3783,970,65868000
4346,2573,85434000
6442,983,72873000
4575,3476,61626000
1181,3992,74053000
8326,889,71865000
5390,3716,71679000
2036,5140,82376000
108,1487,66644000
5063,4217,79505000
6366,2680,92043000
1493,6819,68756000
374,2774,65769000
8738,7069,60858000
5139,9052,70172000
6575,168,77802000
6740,6369,95374000
5025,5386,65836000
9131,8188,82526000
1104,6846,69006000
4710,1382,85914000
117,4302,101662000
3272,8127,86014000
4209,1775,82265000
2408,1634,85872000
2138,2610,67180000
6177,8150,79847000
5610,2344,87048000
5650,6456,72146000
9069,5504,61806000
1417,5597,85375000
5945,3447,65397000
5945,3447,68623000
44,8830,74129000
3319,2742,79440000
8473,893,65636000
4445,4835,84982000
5948,5430,77842000
9322,3275,79949000
8120,3052,76751000
6694,6694,64188000
1903,2078,79465000
7791,6982,73894000
3724,2260,78724000
7121,8937,77528000
4763,171,90029000
8547,6337,55340000
5653,6905,72356000
2443,4683,51485000
8149,1747,62971000
339,72,95134000
5625,3394,103555000
7114,9362,55829000
2125,1847,77775000
9876,1137,75947000
1802,3626,77860000
9975,3508,78633000
932,2105,63373000
4699,2692,72268000
3623,4676,69330000
5274,6632,83655000
8426,9272,71516000
3582,2614,61821000
2447,4052,99545000
8277,8159,74031000
3507,6225,64297000
8755,9167,64420000
7092,2748,84117000
8727,3545,64735000
861,3112,77954000
7354,943,106830000
9692,9518,82372000
2267,2267,92047000
4992,4919,74137000
6279,1822,91124000
378,8850,102457000
6138,5353,76232000
6333,3641,74456000
2298,5474,83576000
6222,621,75398000
3856,1013,74188000
472,8884,72893000
5887,818,71710000
5637,8180,91050000
1277,2797,81870000
9728,149,75263000
1663,136,79669000
3729,5602,73259000
9172,4680,85286000
390,648,73142000
8484,7732,73199000
7522,3489,63966000
794,6623,72322000
7970,3282,106781000
5335,3977,81800000
4989,1425,80058000
4076,7341,82057000
9128,1044,84418000
8567,968,78710000
3524,2339,92813000
3411,9781,90820000
2471,7003,73256000
8491,5751,70423000
4824,1919,78006000
7687,9366,78598000
5092,3176,87016000
2143,9890,65026000
8489,2652,69635000
3751,5227,87199000
4677,2063,83888000
8831,961,87700000
4785,9420,95074000
5554,1213,93284000
7296,4391,73429000
6311,8918,83437000
7513,6405,79106000
7666,1208,76485000
5450,6526,89939000
2565,267,81747000
8779,5263,82310000
5775,5654,79185000
4119,4531,85859000
9042,6622,80062000
6526,6614,88011000
1716,7705,63917000
2920,3760,78061000
4314,5257,81699000
3469,980,102973000
1416,5224,63255000
6752,1911,76443000
3721,7116,101694000
5143,9281,95775000
6601,7379,93837000
955,7064,66783000
8771,1127,68703000
4445,4835,75781000
8627,7863,80939000
4594,5855,86955000
7183,4566,77054000
8180,8935,72268000
8670,5294,75630000
5523,3207,76733000
5419,7720,87859000
5671,4822,87357000
8561,2571,89565000
7969,3509,68665000
